date,high,low,open,close,volume,quoteVolume,weightedAverage
1396915200,0.00405,0.00405,0.00405,0.00405,0.03378735,8.342557,0.00405
1396929600,0.00405,0.00405,0.00405,0.00405,0,0,0.00405
1396944000,0.00405,0.00405,0.00405,0.00405,0,0,0.00405
1396958400,0.00405,0.00405,0.00405,0.00405,0,0,0.00405
1396972800,0.00405,0.00405,0.00405,0.00405,0,0,0.00405
1396987200,0.00405,0.00405,0.00405,0.00405,0,0,0.00405
1397001600,0.0041,0.0041,0.0041,0.0041,0.04566231,11.137149,0.0041
1397016000,0.0041,0.0041,0.0041,0.0041,0,0,0.0041
1397030400,0.0041,0.0041,0.0041,0.0041,0,0,0.0041
1397044800,0.0041,0.0041,0.0041,0.0041,0,0,0.0041
1397059200,0.00425,0.00425,0.00425,0.00425,0.0085,2,0.00425
1397073600,0.00325,0.00325,0.00325,0.00325,0.00048652,0.149701,0.00325
1397088000,0.00325,0.00325,0.00325,0.00325,0,0,0.00325
1397102400,0.00325,0.00325,0.00325,0.00325,0,0,0.00325
1397116800,0.00325,0.00325,0.00325,0.00325,0,0,0.00325
1397131200,0.00325,0.00325,0.00325,0.00325,0,0,0.00325
1397145600,0.00325,0.00325,0.00325,0.00325,0,0,0.00325
1397160000,0.00325,0.00325,0.00325,0.00325,0,0,0.00325
1397174400,0.00325,0.00325,0.00325,0.00325,0,0,0.00325
1397188800,0.00325,0.00325,0.00325,0.00325,0,0,0.00325
1397203200,0.00424,0.0039,0.0039,0.00424,0.06063346,15.14940159,0.00400236
1397217600,0.00424,0.00424,0.00424,0.00424,0,0,0.00424
1397232000,0.00424,0.00424,0.00424,0.00424,0,0,0.00424
1397246400,0.00424,0.00424,0.00424,0.00424,0,0,0.00424
1397260800,0.00445,0.00415,0.00415,0.00445,0.0429,10,0.00429
1397275200,0.005,0.005,0.005,0.005,0.03375108,6.75021799,0.005
1397289600,0.005,0.005,0.005,0.005,0,0,0.005
1397304000,0.005,0.005,0.005,0.005,0,0,0.005
1397318400,0.00402,0.00402,0.00402,0.00402,0.0064662,1.60850894,0.00402
1397332800,0.00402,0.00402,0.00402,0.00402,0,0,0.00402
1397347200,0.00411,0.00411,0.00411,0.00411,0.00173979,0.42330683,0.00411
1397361600,0.00464,0.00402,0.00411,0.00464,0.05345928,12.16695267,0.00439381
1397376000,0.00464,0.00464,0.00464,0.00464,0,0,0.00464
1397390400,0.00403,0.00403,0.00403,0.00403,0.00480214,1.19159903,0.00403
1397404800,0.00403,0.00403,0.00403,0.00403,0,0,0.00403
1397419200,0.00403,0.00403,0.00403,0.00403,0,0,0.00403
1397433600,0.00403,0.00403,0.00403,0.00403,0,0,0.00403
1397448000,0.00405,0.00405,0.00405,0.00405,0.00947808,2.340268,0.00405
1397462400,0.00455,0.00455,0.00455,0.00455,0.02802141,6.1585517,0.00455
1397476800,0.00455,0.00455,0.00455,0.00455,0,0,0.00455
1397491200,0.00455,0.00455,0.00455,0.00455,0,0,0.00455
1397505600,0.00455,0.00455,0.00455,0.00455,0,0,0.00455
1397520000,0.00455,0.00455,0.00455,0.00455,0,0,0.00455
1397534400,0.00425,0.003,0.00425,0.003,0.12209434,29.980118,0.00407251
1397548800,0.00485,0.00465,0.00465,0.00485,0.02963135,6.21098431,0.00477079
1397563200,0.00485,0.00485,0.00485,0.00485,0,0,0.00485
1397577600,0.00485,0.00485,0.00485,0.00485,0,0,0.00485
1397592000,0.00485,0.00485,0.00485,0.00485,0,0,0.00485
1397606400,0.0062,0.0052,0.0052,0.0062,0.03149525,5.45658746,0.00577196
1397620800,0.0062,0.0062,0.0062,0.0062,0,0,0.0062
1397635200,0.00495,0.00495,0.00495,0.00495,0.00799005,1.6141517,0.00495
1397649600,0.00495,0.00495,0.00495,0.00495,0,0,0.00495
1397664000,0.005,0.00495,0.00495,0.005,0.06119789,12.26220184,0.00499077
1397678400,0.005,0.005,0.005,0.005,0,0,0.005
1397692800,0.005,0.005,0.005,0.005,0,0,0.005
1397707200,0.005,0.005,0.005,0.005,0,0,0.005
1397721600,0.00601,0.00601,0.00601,0.00601,0.01996221,3.3215,0.00601
1397736000,0.00601,0.00601,0.00601,0.00601,0,0,0.00601
1397750400,0.00601,0.00601,0.00601,0.00601,0,0,0.00601
1397764800,0.00601,0.00601,0.00601,0.00601,0,0,0.00601
1397779200,0.00601,0.00601,0.00601,0.00601,0,0,0.00601
1397793600,0.00601,0.00601,0.00601,0.00601,0,0,0.00601
1397808000,0.00601,0.00601,0.00601,0.00601,0,0,0.00601
1397822400,0.00601,0.00601,0.00601,0.00601,0,0,0.00601
1397836800,0.00601,0.00601,0.00601,0.00601,0,0,0.00601
1397851200,0.00601,0.00601,0.00601,0.00601,0,0,0.00601
1397865600,0.00601,0.00601,0.00601,0.00601,0,0,0.00601
